,lor,lor1,lor2,lor3,lor4,street_id,street,sub_district,zip_code
15237,06400838,06,40,08,38,4630,Veronikasteig,Schla,14163
15239,06300528,06,30,05,28,4631,Vesterzeile,Zehld,14165
15240,06400735,06,40,07,35,10624,Via Tilia,Wanns,14109
15242,06400838,06,40,08,38,4632,Viernheimer Weg,Zehld,14163
15244,06300633,06,30,06,33,7162,Viktoriaplatz,Lifel,12203
15245,06300633,06,30,06,33,4638,Viktoriastraße,Lifel,12203
15247,06100206,06,10,02,06,4641,Vionvillestraße,Stegl,12167
15249,06400844,06,40,08,44,4643,Vogelsang,Dahle,14195
15251,06400736,06,40,07,36,4650,Von-der-Trenck-Straße,Nikol,14129
15253,06400843,06,40,08,43,4651,Von-Laue-Straße,Dahle,14195
15255,06400737,06,40,07,37,4652,Von-Luck-Straße,Nikol,14129
15257,06400843,06,40,08,43,4746,Von-Wettstein-Straße,Dahle,14195
15259,06300527,06,30,05,27,4653,Vopeliuspfad,Zehld,14169
15261,06400844,06,40,08,44,4662,Wachtelstraße,Dahle,14195
15263,06100101,06,10,01,01,4663,Waetzoldtstraße,Stegl,12165
15264,06400736,06,40,07,36,4673,Waldhauswinkel,Nikol,14129
15266,06400840,06,40,08,40,4675,Waldhüterpfad,Zehld,14169
15268,06200312,06,20,03,12,4678,Waldmannstraße,Lankw,12247
15270,06300528,06,30,05,28,4680,Waldmüllerstraße,Zehld,14167
15271,06400736,06,40,07,36,5663,Waldrebensteig,Nikol,14129
15273,06400737,06,40,07,37,4682,Waldsängerpfad,Schla,14129
15275,06400839,06,40,08,39,4689,Waldstraße,Zehld,14163
15277,06200422,06,20,04,22,4693,Wallendorfer Weg,Lifel,12209
15279,06100204,06,10,02,04,4699,Walsroder Straße,Stegl,12169
15281,06300528,06,30,05,28,4701,Walterhöferstraße,Zehld,14165
15283,06300633,06,30,06,33,4702,Walter-Linse-Straße,Lifel,12203
15285,06400737,06,40,07,37,4707,Waltharistraße,Nikol,14109
15287,06400842,06,40,08,42,4708,Waltraudstraße,Dahle,14169
15288,06400840,06,40,08,40,4708,Waltraudstraße,Zehld,14169
15289,06200420,06,20,04,20,7167,Waltroper Platz,Lifel,12207
15291,06200420,06,20,04,20,4709,Waltroper Weg,Lifel,12207
15293,06400737,06,40,07,37,4716,Wannseebadweg,Nikol,14129
15295,06400736,06,40,07,36,4729,Wasgensteig,Nikol,14129
15297,06400737,06,40,07,37,4730,Wasgenstraße,Schla,14129
15299,06400737,06,40,07,37,4730,Wasgenstraße,Nikol,14129
15300,06400838,06,40,08,38,4731,Wasserkäfersteig,Zehld,14163
15301,06200317,06,20,03,17,4736,Wasunger Weg,Lankw,12249
15303,06300634,06,30,06,34,4742,Weddigenweg,Lifel,12205
15305,06200311,06,20,03,11,4744,Wedellstraße,Lankw,12247
15307,06200316,06,20,03,16,4744,Wedellstraße,Lankw,12249
15309,06300632,06,30,06,32,4769,Weißdornweg,Lifel,12205
15311,06300634,06,30,06,34,1930,Weißwasserweg,Lifel,12205
15313,06400839,06,40,08,39,4787,Werderstraße,Zehld,14163
15315,06400735,06,40,07,35,4798,Wernerstraße,Wanns,14109
15317,06200317,06,20,03,17,4804,Wernshauser Straße,Lankw,12249
15319,06200420,06,20,04,20,4816,Westfalenring,Lifel,12207
15320,06400737,06,40,07,37,4818,Westhofener Weg,Nikol,14129
15322,06200317,06,20,03,17,4826,Weygerweg,Lankw,12249
15324,06400843,06,40,08,43,4828,Wichernstraße,Dahle,14195
15326,06200317,06,20,03,17,4830,Wichurastraße,Lankw,12249
15328,06200316,06,20,03,16,4830,Wichurastraße,Lankw,12249
15329,06400735,06,40,07,35,4832,Wickenhagenweg,Wanns,14109
15330,06400736,06,40,07,36,5678,Widenhof,Nikol,14163
15332,06200420,06,20,04,20,4839,Wiedenbrücker Weg,Lifel,12207
15334,06200422,06,20,04,22,4843,Wienroder Pfad,Lifel,12209
15336,06400736,06,40,07,36,5722,Wiesenschlag,Nikol,14129
15338,06200421,06,20,04,21,4850,Wiesenweg,Lifel,12247
15340,06200312,06,20,03,12,4850,Wiesenweg,Lankw,12247
15342,06300524,06,30,05,24,4853,Wildbergweg,Zehld,14165
15344,06400735,06,40,07,35,7175,Wilhelmplatz,Wanns,14109
15346,06300629,06,30,06,29,4880,Willdenowstraße,Lifel,12203
15347,06300632,06,30,06,32,8624,William-H.-Tunner-Straße,Lifel,14167
15349,06100204,06,10,02,04,4887,Wilseder Straße,Stegl,12169
15351,06400840,06,40,08,40,4888,Wilskistraße,Zehld,14169
15353,06400840,06,40,08,40,4888,Wilskistraße,Zehld,14163
15355,06400839,06,40,08,39,4888,Wilskistraße,Zehld,14163
15357,06300525,06,30,05,25,4899,Windsteiner Weg,Zehld,14165
15359,06400841,06,40,08,41,4900,Winfriedstraße,Zehld,14169
15361,06200420,06,20,04,20,4916,Wismarer Straße,Lifel,12207
15363,06300631,06,30,06,31,4916,Wismarer Straße,Lifel,12207
15365,06100102,06,10,01,02,4934,Wolfensteindamm,Stegl,12165
15366,06100207,06,10,02,07,4934,Wolfensteindamm,Stegl,12165
15367,06400842,06,40,08,42,8596,Wolkenburgweg,Dahle,14169
15368,06200423,06,20,04,23,4944,Woltmannweg,Lifel,12209
15370,06400839,06,40,08,39,4946,Wolzogenstraße,Schla,14163
15372,06400737,06,40,07,37,9589,Wonnegausteig,Nikol,14129
15374,06200420,06,20,04,20,4947,Wormbacher Weg,Lifel,12207
15376,06100204,06,10,02,04,4949,Worpsweder Straße,Stegl,12169
15378,06100101,06,10,01,01,4952,Wrangelstraße,Stegl,12165
15380,06100101,06,10,01,01,4964,Wulffstraße,Stegl,12165
15382,06300633,06,30,06,33,4956,Wüllenweberweg,Lifel,12203
15384,06200311,06,20,03,11,4970,Wunsiedeler Weg,Lankw,12247
15386,06300631,06,30,06,31,4971,Wupperstraße,Lifel,14167
15388,06300632,06,30,06,32,4971,Wupperstraße,Lifel,14167
15389,06300528,06,30,05,28,4971,Wupperstraße,Zehld,14167
15390,06100208,06,10,02,08,4974,Wuthenowstraße,Stegl,12169
15392,06400841,06,40,08,41,4980,Zaberner Straße,Zehld,14169
15394,06200422,06,20,04,22,4993,Zeisigweg,Lifel,12209
15396,06200422,06,20,04,22,5000,Zerbster Straße,Lifel,12209
15397,06200315,06,20,03,15,5000,Zerbster Straße,Lankw,12209
15398,06200317,06,20,03,17,5000,Zerbster Straße,Lankw,12209
15399,06200314,06,20,03,14,5014,Zietenstraße,Lankw,12249
15401,06100102,06,10,01,02,5018,Zimmermannstraße,Stegl,12163
15403,06200420,06,20,04,20,5020,Zimmerstraße,Lifel,12207
15405,06400839,06,40,08,39,5024,Zinnowweg,Zehld,14163
15407,06400839,06,40,08,39,5025,Zinsweilerweg,Zehld,14163
15409,06400735,06,40,07,35,5040,Zum Heckeshorn,Wanns,14109
15411,06300632,06,30,06,32,5038,Züricher Straße,Lifel,12205
15413,06400838,06,40,08,38,5048,Zwingenberger Weg,Zehld,14163
15415,07601546,07,60,15,46,6,Abendrotweg,Lirad,12307
15417,07400721,07,40,07,21,6905,Adolf-Scheidt-Platz,Temph,12101
15419,07100102,07,10,01,02,31,Ahornstraße,Schön,10787
15421,07601340,07,60,13,40,33,Ahrensdorfer Straße,Marfe,12279
15422,07601341,07,60,13,41,33,Ahrensdorfer Straße,Marfe,12279
15423,07200409,07,20,04,09,38,Akazienstraße,Schön,10823
15425,07400826,07,40,08,26,41,Alarichstraße,Temph,12105
15427,07400825,07,40,08,25,41,Alarichstraße,Temph,12105
15429,07601237,07,60,12,37,42,Albanstraße,Marfe,12277
15431,07200410,07,20,04,10,46,Albertstraße,Schön,10827
15433,07300517,07,30,05,17,45,Albestraße,Fried,12159
15435,07400823,07,40,08,23,6907,Alboinplatz,Temph,12105
15437,07400822,07,40,08,22,6907,Alboinplatz,Schön,12105
15439,07400823,07,40,08,23,48,Alboinstraße,Temph,12103
15441,07400822,07,40,08,22,48,Alboinstraße,Schön,12103
15442,07400823,07,40,08,23,48,Alboinstraße,Temph,12105
15443,07400927,07,40,09,27,52,Albrechtstraße,Temph,12099
15445,07400824,07,40,08,24,52,Albrechtstraße,Temph,12103
15447,07400823,07,40,08,23,52,Albrechtstraße,Temph,12103
15453,07501134,07,50,11,34,56,Albulaweg,Mardf,12107
15455,07501134,07,50,11,34,62,Allgäuer Weg,Mardf,12107
15457,07501134,07,50,11,34,6051,Almweg,Mardf,12107
15459,07501029,07,50,10,29,10991,Altes Gaswerk Mariendorf,Mardf,12107
15460,07501029,07,50,10,29,10991,Altes Gaswerk Mariendorf,Mardf,12105
15462,07601443,07,60,14,43,93,Alt-Lichtenrade,Lirad,12305
15463,07601443,07,60,14,43,93,Alt-Lichtenrade,Lirad,12309
15465,07601545,07,60,15,45,93,Alt-Lichtenrade,Lirad,12309
15467,07501134,07,50,11,34,96,Alt-Mariendorf,Mardf,12107
15468,07501031,07,50,10,31,96,Alt-Mariendorf,Mardf,12107
15469,07501030,07,50,10,30,96,Alt-Mariendorf,Mardf,12107
15470,07501133,07,50,11,33,96,Alt-Mariendorf,Mardf,12107
15471,07601237,07,60,12,37,97,Alt-Marienfelde,Marfe,12277
15473,07400927,07,40,09,27,108,Alt-Tempelhof,Temph,12099
15475,07400824,07,40,08,24,108,Alt-Tempelhof,Temph,12103
15477,07100205,07,10,02,05,111,Alvenslebenstraße,Schön,10783
15478,07601547,07,60,15,47,112,Alvenslebenstraße,Lirad,12307
15481,07501032,07,50,10,32,179,Am Hellespont,Mardf,12109
15482,07601237,07,60,12,37,182,Am Horstenstein,Marfe,12277
15484,07200414,07,20,04,14,10862,Am Lokdepot,Schön,10965
15486,07200308,07,20,03,08,210,Am Mühlenberg,Schön,10825
15488,07200308,07,20,03,08,232,Am Rathaus,Schön,10825
15490,07601236,07,60,12,36,5486,An den Klostergärten,Marfe,12277
15491,07501032,07,50,10,32,11249,An der alten Gärtnerei,Mardf,12109
15493,07100103,07,10,01,03,282,An der Apostelkirche,Schön,10783
15495,07601237,07,60,12,37,123,An der Dorfkirche,Marfe,12277
15496,07601237,07,60,12,37,288,An der Heilandsweide,Marfe,12277
15498,07100102,07,10,01,02,300,An der Urania,Schön,10787
15499,07100101,07,10,01,01,300,An der Urania,Schön,10787
15500,07501031,07,50,10,31,302,Andlauer Weg,Mardf,12109
15501,07501031,07,50,10,31,21,Äneasstraße,Mardf,12109
15503,07601443,07,60,14,43,309,Angermünder Straße,Lirad,12305
15505,07501134,07,50,11,34,313,Ankogelweg,Mardf,12107
15507,08200831,08,20,08,31,313,Ankogelweg,Buckw,12107
15508,07100101,07,10,01,01,316,Ansbacher Straße,Schön,10787
15510,07100101,07,10,01,01,316,Ansbacher Straße,Schön,10789
15511,07400928,07,40,09,28,377,Bacharacher Straße,Temph,12099
15512,07300515,07,30,05,15,378,Bachestraße,Fried,12161
15514,07400720,07,40,07,20,384,Badener Ring,Temph,12101
15516,07200307,07,20,03,07,385,Badensche Straße,Schön,10825
15518,04501153,04,50,11,53,385,Badensche Straße,Wilmd,10715
15520,04501150,04,50,11,50,385,Badensche Straße,Wilmd,10715
15524,07200308,07,20,03,08,385,Badensche Straße,Schön,10825
15526,07300618,07,30,06,18,396,Bahnhofstraße,Schön,12159
15527,07601544,07,60,15,44,398,Bahnhofstraße,Lirad,12305
15530,07601544,07,60,15,44,398,Bahnhofstraße,Lirad,12307
15532,07601546,07,60,15,46,398,Bahnhofstraße,Lirad,12307
15535,07601238,07,60,12,38,400,Bahnstraße,Marfe,12277
15536,07601237,07,60,12,37,400,Bahnstraße,Marfe,12277
15537,07601548,07,60,15,48,408,Bamberger Straße,Lirad,12309
15538,04501045,04,50,10,45,407,Bamberger Straße,Wilmd,10777
15541,04501152,04,50,11,52,407,Bamberger Straße,Wilmd,10779
15543,07200307,07,20,03,07,407,Bamberger Straße,Schön,10779
15545,07100101,07,10,01,01,407,Bamberger Straße,Schön,10777
15547,07100204,07,10,02,04,6920,Barbarossaplatz,Schön,10781
15549,07100204,07,10,02,04,413,Barbarossastraße,Schön,10781
15551,07200307,07,20,03,07,413,Barbarossastraße,Schön,10779
15553,04501152,04,50,11,52,413,Barbarossastraße,Wilmd,10779
15559,07601237,07,60,12,37,417,Barlachweg,Marfe,12277
15560,07601442,07,60,14,42,450,Barnetstraße,Lirad,12305
15562,07601544,07,60,15,44,450,Barnetstraße,Lirad,12305
15564,07300618,07,30,06,18,442,Baumeisterstraße,Schön,12159
15566,07400721,07,40,07,21,395,Bäumerplan,Temph,12101
15567,07400720,07,40,07,20,395,Bäumerplan,Temph,12101
15568,07601341,07,60,13,41,447,Baußnernweg,Marfe,12279
15570,07100206,07,10,02,06,6922,Bautzener Platz,Schön,10829
15572,07100206,07,10,02,06,448,Bautzener Straße,Schön,10829
15574,07200307,07,20,03,07,6923,Bayerischer Platz,Schön,10779
15576,07400720,07,40,07,20,452,Bayernring,Temph,12101
15578,07100101,07,10,01,01,453,Bayreuther Straße,Schön,10787
15580,07100101,07,10,01,01,453,Bayreuther Straße,Schön,10789
15584,07300619,07,30,06,19,458,Beckerstraße,Schön,12157
15586,07601545,07,60,15,45,459,Beckmannstraße,Lirad,12309
15588,07601546,07,60,15,46,464,Beethovenstraße,Lirad,12307
15590,07300619,07,30,06,19,466,Begasstraße,Schön,12157
15592,07601236,07,60,12,36,482,Belßstraße,Marfe,12277
15594,06200317,06,20,03,17,482,Belßstraße,Lankw,12249
15596,06200316,06,20,03,16,482,Belßstraße,Lankw,12249
15598,07200409,07,20,04,09,483,Belziger Straße,Schön,10823
15600,07300517,07,30,05,17,487,Bennigsenstraße,Fried,12159
15602,07601238,07,60,12,38,490,Benzstraße,Marfe,12277
15604,07200307,07,20,03,07,491,Berchtesgadener Straße,Schön,10779
15606,07200307,07,20,03,07,491,Berchtesgadener Straße,Schön,10825
15609,07400928,07,40,09,28,496,Bergholzstraße,Temph,12099
15611,07601443,07,60,14,43,516,Bernauer Straße,Lirad,12305
15613,07400822,07,40,08,22,537,Bessemerstraße,Schön,12103
15615,07601236,07,60,12,36,548,Beyrodtstraße,Marfe,12277
15617,07501135,07,50,11,35,579,Birnhornweg,Mardf,12107
15619,07601341,07,60,13,41,590,Bistritzer Pfad,Marfe,12279
15621,07300516,07,30,05,16,599,Blankenbergstraße,Fried,12161
15623,07601237,07,60,12,37,608,Bleichertstraße,Marfe,12277
15625,07601546,07,60,15,46,612,Blohmstraße,Lirad,12307
15627,07601341,07,60,13,41,612,Blohmstraße,Marfe,12307
15628,07100205,07,10,02,05,619,Blumenthalstraße,Schön,10783
15629,07400824,07,40,08,24,620,Blumenthalstraße,Temph,12103
15632,07501029,07,50,10,29,621,Blumenweg,Mardf,12105
15634,07601544,07,60,15,44,629,Bodmerstraße,Lirad,12307
15636,07400720,07,40,07,20,634,Boelckestraße,Temph,12101
15638,07400721,07,40,07,21,634,Boelckestraße,Temph,12101
15641,07601545,07,60,15,45,645,Bohnstedtstraße,Lirad,12309
15643,07601545,07,60,15,45,671,Bornhagenweg,Lirad,12309
15645,07300516,07,30,05,16,676,Bornstraße,Fried,12163
15647,06100103,06,10,01,03,676,Bornstraße,Stegl,12163
15649,07400823,07,40,08,23,681,Borussiastraße,Temph,12103
15650,07400824,07,40,08,24,681,Borussiastraße,Temph,12103
15652,07400927,07,40,09,27,681,Borussiastraße,Temph,12099
15657,07501135,07,50,11,35,637,Bösensteinweg,Mardf,12107
15659,07400824,07,40,08,24,683,Bosestraße,Temph,12103
15661,07400823,07,40,08,23,683,Bosestraße,Temph,12103
15665,07501032,07,50,10,32,684,Bosporusstraße,Mardf,12109
15667,07200307,07,20,03,07,690,Bozener Straße,Schön,10825
15669,07601546,07,60,15,46,696,Brahmsstraße,Lirad,12307
15670,07601238,07,60,12,38,698,Brandaustraße,Marfe,12277
15672,07601443,07,60,14,43,708,Braunfelsstraße,Lirad,12305
15674,07601443,07,60,14,43,708,Braunfelsstraße,Lirad,12309
15676,07601544,07,60,15,44,737,Briesingstraße,Lirad,12307
15678,07501134,07,50,11,34,745,Britzer Straße,Mardf,12109
15679,07501032,07,50,10,32,745,Britzer Straße,Mardf,12109
15680,07300619,07,30,06,19,759,Brüggemannstraße,Schön,12157
15682,07200414,07,20,04,14,763,Brunhildstraße,Schön,10829
15684,07300517,07,30,05,17,761,Brünnhildestraße,Fried,12159
15686,07601236,07,60,12,36,3394,Bruno-Möhring-Straße,Marfe,12277
15688,07501032,07,50,10,32,773,Brussaer Weg,Mardf,12109
15690,07501135,07,50,11,35,779,Buchsteinweg,Mardf,12107
15692,07601442,07,60,14,42,783,Buckower Chaussee,Lirad,12305
15694,07601238,07,60,12,38,783,Buckower Chaussee,Marfe,12277
15696,07601237,07,60,12,37,783,Buckower Chaussee,Marfe,12277
15698,07601341,07,60,13,41,783,Buckower Chaussee,Marfe,12277
15702,07601442,07,60,14,42,783,Buckower Chaussee,Lirad,12277
15703,07501030,07,50,10,30,838,Cantorsteig,Mardf,12105
15705,07601545,07,60,15,45,5114,Carl-Steffeck-Straße,Lirad,12309
15706,07501032,07,50,10,32,846,Catostraße,Mardf,12109
15708,07300618,07,30,06,18,850,Ceciliengärten,Schön,12159
15710,07601546,07,60,15,46,852,Cecilienstraße,Lirad,12307
15712,07601546,07,60,15,46,862,Charlottenstraße,Lirad,12307
15714,07200413,07,20,04,13,865,Cheruskerstraße,Schön,10829
15716,07400826,07,40,08,26,866,Chlodwigstraße,Temph,12105
15718,07400927,07,40,09,27,876,Colditzstraße,Temph,12099
15720,07400721,07,40,07,21,879,Columbiadamm,Temph,10965
15722,07400721,07,40,07,21,879,Columbiadamm,Temph,12101
15724,02200211,02,20,02,11,879,Columbiadamm,Kreuz,10965
15725,08100101,08,10,01,01,879,Columbiadamm,Neukö,10965
15726,08100102,08,10,01,02,879,Columbiadamm,Neukö,10965
15727,08100102,08,10,01,02,879,Columbiadamm,Neukö,12049
15728,07300517,07,30,05,17,6951,Cosimaplatz,Fried,12159
15730,07100102,07,10,01,02,888,Courbièrestraße,Schön,10787
15732,07300619,07,30,06,19,890,Cranachstraße,Schön,12157
15734,07200411,07,20,04,11,891,Crellestraße,Schön,10827
15736,07100206,07,10,02,06,891,Crellestraße,Schön,10827
15740,07601238,07,60,12,38,5464,Culemeyerstraße,Marfe,12277
15742,07200414,07,20,04,14,898,Czeminskistraße,Schön,10829
15744,07501134,07,50,11,34,903,Dachsteinweg,Mardf,12107
15746,07601238,07,60,12,38,908,Daimlerstraße,Marfe,12277
15747,07501135,07,50,11,35,908,Daimlerstraße,Mardf,12277
15749,07501032,07,50,10,32,922,Dardanellenweg,Mardf,12109
15751,07501133,07,50,11,33,932,Dederingstraße,Mardf,12107
15752,07300515,07,30,05,15,934,Deidesheimer Straße,Fried,14197
15754,04400835,04,40,08,35,934,Deidesheimer Straße,Wilmd,14197
15758,01100104,01,10,01,04,947,Dennewitzstraße,Tierg,10785
15760,07100205,07,10,02,05,947,Dennewitzstraße,Schön,10783
15762,02200207,02,20,02,07,947,Dennewitzstraße,Kreuz,10785
15764,07300618,07,30,06,18,963,Dickhardtstraße,Fried,12159
15766,07300618,07,30,06,18,963,Dickhardtstraße,Fried,12161
15770,07501031,07,50,10,31,964,Didostraße,Mardf,12109
15772,07601341,07,60,13,41,966,Diedersdorfer Weg,Marfe,12277
15774,07601443,07,60,14,43,968,Dielingsgrund,Lirad,12305
15776,07601546,07,60,15,46,978,Dinnendahlstraße,Lirad,12307
15778,07501031,07,50,10,31,979,Dirschelweg,Mardf,12109
15780,07601237,07,60,12,37,5326,Domagkstraße,Marfe,12277
15782,07200409,07,20,04,09,998,Dominicusstraße,Schön,10823
15783,07200308,07,20,03,08,998,Dominicusstraße,Schön,10823
15784,07200410,07,20,04,10,998,Dominicusstraße,Schön,10827
15785,07200308,07,20,03,08,998,Dominicusstraße,Schön,10827
15786,07300619,07,30,06,19,998,Dominicusstraße,Schön,10827
15787,07400822,07,40,08,22,999,Domnauer Straße,Schön,12105
15789,07601442,07,60,14,42,990,Dörfelweg,Lirad,12305
15791,07601544,07,60,15,44,1007,Dossestraße,Lirad,12307
15793,02200209,02,20,02,09,1035,Dudenstraße,Kreuz,10965
15794,07400720,07,40,07,20,1035,Dudenstraße,Temph,10965
15795,07200414,07,20,04,14,1035,Dudenstraße,Schön,10965
15796,07300619,07,30,06,19,6958,Dürerplatz,Schön,12157
15798,07200410,07,20,04,10,1054,Ebersstraße,Schön,10827
15799,07200308,07,20,03,08,1054,Ebersstraße 027,Schön,10827
15800,07200308,07,20,03,08,1054,Ebersstraße 028,Schön,10827
15801,07200410,07,20,04,10,1054,Ebersstraße 075,Schön,10827
15802,07200410,07,20,04,10,1054,Ebersstraße 076,Schön,10827
15803,07400822,07,40,08,22,1069,Egelingzeile 001,Schön,12103
15804,07400822,07,40,08,22,1069,Egelingzeile 002,Schön,12103
15805,07601546,07,60,15,46,1073,Egestorffstraße 001,Lirad,12307
15806,07601546,07,60,15,46,1073,Egestorffstraße 030,Lirad,12307
15807,07601546,07,60,15,46,1077,Egsdorfer Weg 001,Lirad,12307
15808,07601546,07,60,15,46,1077,Egsdorfer Weg 002,Lirad,12307
15809,07400721,07,40,07,21,8264,Ehemaliger Flughafen Tempelhof601,Temph,12101
15810,07200308,07,20,03,08,1081,Ehrwalder Straße 001,Schön,10825
15811,07200308,07,20,03,08,1081,Ehrwalder Straße 002,Schön,10825
15812,07501031,07,50,10,31,1101,Einödshoferweg 001,Mardf,12109
15813,07501031,07,50,10,31,1101,Einödshoferweg 002,Mardf,12109
15814,07300618,07,30,06,18,1103,Eisackstraße 003,Schön,10827
15815,07300618,07,30,06,18,1103,Eisackstraße 004,Schön,10827
15816,07100102,07,10,01,02,1105,Eisenacher Straße 001,Schön,10777
15817,07501031,07,50,10,31,1106,Eisenacher Straße 001,Mardf,12109
15818,07501031,07,50,10,31,1106,Eisenacher Straße 002,Mardf,12109
15819,07100102,07,10,01,02,1105,Eisenacher Straße 002,Schön,10777
15820,07100102,07,10,01,02,1105,Eisenacher Straße 016,Schön,10781
15821,07100102,07,10,01,02,1105,Eisenacher Straße 017,Schön,10781
15822,07100204,07,10,02,04,1105,Eisenacher Straße 023,Schön,10781
15823,07100204,07,10,02,04,1105,Eisenacher Straße 024,Schön,10781
15824,07200409,07,20,04,09,1105,Eisenacher Straße 042,Schön,10823
15825,07200409,07,20,04,09,1105,Eisenacher Straße 043,Schön,10823
15826,07100204,07,10,02,04,1105,Eisenacher Straße 083,Schön,10781
15827,07100204,07,10,02,04,1105,Eisenacher Straße 084,Schön,10781
15828,07100102,07,10,01,02,1105,Eisenacher Straße 102,Schön,10781
15829,07100102,07,10,01,02,1105,Eisenacher Straße 103,Schön,10781
15830,07100102,07,10,01,02,1105,Eisenacher Straße 108,Schön,10777
15831,07100102,07,10,01,02,1105,Eisenacher Straße 109,Schön,10777
15832,07601442,07,60,14,42,1113,Eisnerstraße 009,Lirad,12305
15833,07601442,07,60,14,42,1113,Eisnerstraße 010,Lirad,12305
15834,07601442,07,60,14,42,1119,Ekensunder Weg 001,Lirad,12305
15835,07601442,07,60,14,42,1119,Ekensunder Weg 002,Lirad,12305
15836,07601546,07,60,15,46,1128,Elisabethstraße 001,Lirad,12307
15837,07601546,07,60,15,46,1128,Elisabethstraße 004,Lirad,12307
15838,07200412,07,20,04,12,11261,Ella-Barowsky-Straße 005,Schön,10829
15839,07200412,07,20,04,12,11261,Ella-Barowsky-Straße 006,Schön,10829
15840,07300517,07,30,05,17,1139,Elsastraße 001,Fried,12159
15841,07300517,07,30,05,17,1139,Elsastraße 002,Fried,12159
15842,07100103,07,10,01,03,8403,Else-Lasker-Schüler-Straße 001,Schön,10783
15843,07100103,07,10,01,03,8403,Else-Lasker-Schüler-Straße 002,Schön,10783
15844,07100204,07,10,02,04,1146,Elßholzstraße 001,Schön,10781
15845,07100204,07,10,02,04,1146,Elßholzstraße 002,Schön,10781
15846,07601237,07,60,12,37,1155,Emilienstraße 001,Marfe,12277
15847,07601236,07,60,12,36,1155,Emilienstraße,Marfe,12277
15849,07601340,07,60,13,40,5361,Erbendorfer Weg,Marfe,12279
15850,07200411,07,20,04,11,1179,Erdmannstraße,Schön,10827
15852,07400823,07,40,08,23,1180,Eresburgstraße,Temph,12103
15854,07400822,07,40,08,22,1180,Eresburgstraße,Schön,12103
15858,07200308,07,20,03,08,1181,Erfurter Straße,Schön,10825
15860,07300515,07,30,05,15,1201,Eschenstraße,Fried,12161
15862,08100105,08,10,01,05,1205,Eschersheimer Straße,Neukö,12099
15863,07400928,07,40,09,28,1205,Eschersheimer Straße,Temph,12099
15864,07400721,07,40,07,21,1206,Eschwegering,Temph,12101
15866,07601236,07,60,12,36,1208,Estersstraße,Marfe,12277
15868,07100101,07,10,01,01,1209,Ettaler Straße,Schön,10777
15869,04501045,04,50,10,45,1209,Ettaler Straße,Wilmd,10777
15870,07200413,07,20,04,13,10990,EUREF-Campus,Schön,10829
15872,07300517,07,30,05,17,1213,Evastraße,Fried,12159
15874,07400822,07,40,08,22,1217,Eythstraße,Schön,12105
15876,07601547,07,60,15,47,1225,Falckensteinstraße,Lirad,12307
15878,07501134,07,50,11,34,1241,Faulhornweg,Mardf,12107
15880,07300515,07,30,05,15,1243,Fehlerstraße,Fried,12161
15882,07601443,07,60,14,43,128,Fehlingstraße,Lirad,12305
15884,07601442,07,60,14,42,1249,Feldstedter Weg,Lirad,12305
15886,07400927,07,40,09,27,1257,Felixstraße,Temph,12099
15888,07200410,07,20,04,10,1268,Feurigstraße,Schön,10827
15890,07601442,07,60,14,42,1273,Fignerweg,Lirad,12305
15892,07601544,07,60,15,44,5352,Finchleystraße,Lirad,12305
15893,07501031,07,50,10,31,1279,Finkenweg,Mardf,12109
15895,07601238,07,60,12,38,5085,Fleschweg,Marfe,12277
15896,07501134,07,50,11,34,1305,Floningweg,Mardf,12107
15898,07601546,07,60,15,46,1311,Flotowstraße,Lirad,12307
15899,07501135,07,50,11,35,1315,Fluchthornweg,Mardf,12107
15901,07601442,07,60,14,42,1327,Fontanestraße,Lirad,12305
15903,07501133,07,50,11,33,1332,Forddamm,Mardf,12107
15905,07501135,07,50,11,35,5468,Föttingerzeile,Mardf,12277
15906,07601442,07,60,14,42,5468,Föttingerzeile,Lirad,12277
15907,07601238,07,60,12,38,5468,Föttingerzeile,Marfe,12277
15908,07501135,07,50,11,35,5468,Föttingerzeile,Marfe,12277
15909,07100204,07,10,02,04,1348,Frankenstraße,Schön,10781
15911,07601546,07,60,15,46,1354,Franziusweg,Lirad,12307
15913,07300618,07,30,06,18,1364,Fregestraße,Fried,12159
15915,07300618,07,30,06,18,1364,Fregestraße,Fried,12161
15917,06100209,06,10,02,09,1364,Fregestraße,Stegl,12161
15919,07300618,07,30,06,18,1364,Fregestraße,Schön,12159
15921,07501133,07,50,11,33,1365,Freibergstraße,Mardf,12107
15923,07601443,07,60,14,43,1367,Freiertweg,Lirad,12305
15925,07200308,07,20,03,08,1370,Freiherr-vom-Stein-Straße,Schön,10825
15927,07100204,07,10,02,04,1374,Freisinger Straße,Schön,10781
15929,07300517,07,30,05,17,11239,Friedenauer Höhe,Fried,10827
15931,07300517,07,30,05,17,11239,Friedenauer Höhe,Fried,12159
15933,07601236,07,60,12,36,5740,Friedenfelser Straße,Marfe,12279
15935,07601340,07,60,13,40,5740,Friedenfelser Straße,Marfe,12279
15936,07501133,07,50,11,33,1384,Friedenstraße,Mardf,12107
15938,07601546,07,60,15,46,1386,Friedensweg,Lirad,12307
15940,07400824,07,40,08,24,1388,Friedrich-Franz-Straße,Temph,12103
15942,07400825,07,40,08,25,1388,Friedrich-Franz-Straße,Temph,12103
15945,07400825,07,40,08,25,1390,Friedrich-Karl-Straße,Temph,12103
